time,station,waiting_passengers
23:05,OCP,15198
23:05,OLY,15957
23:05,POA,16249
23:05,PRE,12130
23:05,QUB,13489
23:05,SHM,15264
23:05,SHS,15445
23:05,SHT,14771
23:05,SHW,15144
23:05,SIH,16109
23:05,SKM,14325
23:05,SKW,15420
23:05,SOH,15993
23:05,SSP,14197
23:05,STW,15234
23:05,SUN,15946
23:05,SUW,15192
23:05,SWH,15278
23:05,SYP,15561
23:05,TAK,15116
23:05,TAP,14862
23:05,TAW,12984
23:05,TIH,14352
23:05,TIK,13804
23:05,TIS,15831
23:05,TKO,15232
23:05,TKW,15238
23:05,TSH,15658
23:05,TST,14435
23:05,TSW,15604
23:05,TSY,14520
23:05,TUC,16136
23:05,TUM,16050
23:05,TWH,15618
23:05,TWO,14951
23:05,TWW,14885
23:05,UNI,14898
23:05,WAC,14379
23:05,WCH,15516
23:05,WHA,15815
23:05,WKS,16165
23:05,WTS,14504
23:05,YAT,12940
23:05,YMT,11796
23:05,YUL,15608
23:06,ADM,11808
23:06,AIR,16280
23:06,AUS,15163
23:06,AWE,16412
23:06,CAB,14323
23:06,CEN,13836
23:06,CHH,14456
23:06,CHW,15854
23:06,CIO,15312
23:06,CKT,15200
23:06,CSW,14439
23:06,DIH,12996
23:06,DIS,15878
23:06,ETS,15199
23:06,EXC,14973
23:06,FAN,15262
23:06,FOH,14564
23:06,FOT,14656
23:06,HAH,15909
23:06,HEO,15577
23:06,HFC,15613
23:06,HIK,15393
23:06,HKU,15557
23:06,HOK,15289
23:06,HOM,14454
23:06,HUH,12696
23:06,JOR,14571
23:06,KAT,15424
23:06,KET,15570
23:06,KOB,14480
23:06,KOT,11961
23:06,KOW,15517
23:06,KSR,15540
23:06,KWF,15367
23:06,KWH,15437
23:06,KWT,14701
23:06,LAK,13114
23:06,LAT,14646
23:06,LCK,14336
23:06,LET,15732
23:06,LHP,16945
23:06,LMC,16547
23:06,LOF,14519
23:06,LOP,15742
23:06,LOW,16409
23:06,MEF,12459
23:06,MKK,14639
23:06,MOK,11594
23:06,MOS,16043
23:06,NAC,13929
23:06,NOP,13900
23:06,NTK,14547
23:06,OCP,15216
23:06,OLY,15964
23:06,POA,16256
23:06,PRE,12141
23:06,QUB,13504
23:06,SHM,15275
23:06,SHS,15458
23:06,SHT,14781
23:06,SHW,15154
23:06,SIH,16121
23:06,SKM,14328
23:06,SKW,15424
23:06,SOH,16003
23:06,SSP,14199
23:06,STW,15248
23:06,SUN,15957
23:06,SUW,15207
23:06,SWH,15291
23:06,SYP,15572
23:06,TAK,15122
23:06,TAP,14869
23:06,TAW,12992
23:06,TIH,14356
23:06,TIK,13812
23:06,TIS,15847
23:06,TKO,15246
23:06,TKW,15248
23:06,TSH,15675
23:06,TST,14444
23:06,TSW,15625
23:06,TSY,14526
23:06,TUC,16153
23:06,TUM,16067
23:06,TWH,15632
23:06,TWO,14959
23:06,TWW,14899
23:06,UNI,14907
23:06,WAC,14389
23:06,WCH,15527
23:06,WHA,15826
23:06,WKS,16173
23:06,WTS,14517
23:06,YAT,12952
23:06,YMT,11808
23:06,YUL,15626
23:07,ADM,11814
23:07,AIR,16289
23:07,AUS,15177
23:07,AWE,16422
23:07,CAB,14335
23:07,CEN,13836
23:07,CHH,14470
23:07,CHW,15863
23:07,CIO,15327
23:07,CKT,15202
23:07,CSW,14445
23:07,DIH,13007
23:07,DIS,15893
23:07,ETS,15204
23:07,EXC,14989
23:07,FAN,15273
23:07,FOH,14580
23:07,FOT,14669
23:07,HAH,15923
23:07,HEO,15589
23:07,HFC,15624
23:07,HIK,15406
23:07,HKU,15571
23:07,HOK,15306
23:07,HOM,14470
23:07,HUH,12707
23:07,JOR,14589
23:07,KAT,15430
23:07,KET,15582
23:07,KOB,14493
23:07,KOT,11978
23:07,KOW,15528
23:07,KSR,15553
23:07,KWF,15377
23:07,KWH,15443
23:07,KWT,14708
23:07,LAK,13119
23:07,LAT,14657
23:07,LCK,14349
23:07,LET,15743
23:07,LHP,16960
23:07,LMC,16560
23:07,LOF,14526
23:07,LOP,15745
23:07,LOW,16423
23:07,MEF,12465
23:07,MKK,14650
23:07,MOK,11604
23:07,MOS,16051
23:07,NAC,13928
23:07,NOP,13907
23:07,NTK,14559
23:07,OCP,15227
23:07,OLY,15974
23:07,POA,16265
23:07,PRE,12151
23:07,QUB,13523
23:07,SHM,15298
23:07,SHS,15465
23:07,SHT,14792
23:07,SHW,15170
23:07,SIH,16138
23:07,SKM,14341
23:07,SKW,15436
23:07,SOH,16014
23:07,SSP,14212
23:07,STW,15258
23:07,SUN,15975
23:07,SUW,15218
23:07,SWH,15300
23:07,SYP,15589
23:07,TAK,15128
23:07,TAP,14885
23:07,TAW,13003
23:07,TIH,14360
23:07,TIK,13820
23:07,TIS,15856
23:07,TKO,15258
23:07,TKW,15259
23:07,TSH,15681
23:07,TST,14455
23:07,TSW,15635
23:07,TSY,14534
23:07,TUC,16169
23:07,TUM,16075
23:07,TWH,15640
23:07,TWO,14974
23:07,TWW,14908
23:07,UNI,14921
23:07,WAC,14392
23:07,WCH,15544
23:07,WHA,15834
23:07,WKS,16184
23:07,WTS,14529
23:07,YAT,12958
23:07,YMT,11824
23:07,YUL,15636
23:08,ADM,11823
23:08,AIR,16298
23:08,AUS,15188
23:08,AWE,16435
23:08,CAB,14347
23:08,CEN,13845
23:08,CHH,14479
23:08,CHW,15871
23:08,CIO,15335
23:08,CKT,15218
23:08,CSW,14459
23:08,DIH,13019
23:08,DIS,15905
23:08,ETS,15216
23:08,EXC,15000
23:08,FAN,15286
23:08,FOH,14594
23:08,FOT,14681
23:08,HAH,15932
23:08,HEO,15601
23:08,HFC,15635
23:08,HIK,15418
23:08,HKU,15583
23:08,HOK,15315
23:08,HOM,14493
23:08,HUH,12722
23:08,JOR,14601
23:08,KAT,15442
23:08,KET,15589
23:08,KOB,14513
23:08,KOT,11973
23:08,KOW,15547
23:08,KSR,15561
23:08,KWF,15393
23:08,KWH,15467
23:08,KWT,14718
23:08,LAK,13127
23:08,LAT,14667
23:08,LCK,14363
23:08,LET,15747
23:08,LHP,16972
23:08,LMC,16571
23:08,LOF,14538
23:08,LOP,15758
23:08,LOW,16424
23:08,MEF,12477
23:08,MKK,14655
23:08,MOK,11614
23:08,MOS,16066
23:08,NAC,13937
23:08,NOP,13915
23:08,NTK,14570
23:08,OCP,15239
23:08,OLY,15981
23:08,POA,16274
23:08,PRE,12155
23:08,QUB,13529
23:08,SHM,15310
23:08,SHS,15477
23:08,SHT,14795
23:08,SHW,15181
23:08,SIH,16152
23:08,SKM,14360
23:08,SKW,15443
23:08,SOH,16021
23:08,SSP,14227
23:08,STW,15270
23:08,SUN,15985
23:08,SUW,15230
23:08,SWH,15312
23:08,SYP,15604
23:08,TAK,15134
23:08,TAP,14896
23:08,TAW,13009
23:08,TIH,14371
23:08,TIK,13830
23:08,TIS,15866
23:08,TKO,15276
23:08,TKW,15274
23:08,TSH,15687
23:08,TST,14461
23:08,TSW,15641
23:08,TSY,14552
23:08,TUC,16176
23:08,TUM,16079
23:08,TWH,15654
23:08,TWO,14980
23:08,TWW,14911
23:08,UNI,14930
23:08,WAC,14401
23:08,WCH,15547
23:08,WHA,15846
23:08,WKS,16193
23:08,WTS,14529
23:08,YAT,12960
23:08,YMT,11829
23:08,YUL,15652
23:09,ADM,11831
23:09,AIR,16304
23:09,AUS,15205
23:09,AWE,16442
23:09,CAB,14355
23:09,CEN,13855
23:09,CHH,14484
23:09,CHW,15886
23:09,CIO,15349
23:09,CKT,15228
23:09,CSW,14464
23:09,DIH,13028
23:09,DIS,15915
23:09,ETS,15228
23:09,EXC,15004
23:09,FAN,15295
23:09,FOH,14592
23:09,FOT,14698
23:09,HAH,15947
23:09,HEO,15616
23:09,HFC,15648
23:09,HIK,15422
23:09,HKU,15589
23:09,HOK,15326
23:09,HOM,14507
23:09,HUH,12735
23:09,JOR,14614
23:09,KAT,15453
23:09,KET,15606
23:09,KOB,14526
23:09,KOT,11989
23:09,KOW,15560
23:09,KSR,15567
23:09,KWF,15405
23:09,KWH,15483
23:09,KWT,14730
23:09,LAK,13144
23:09,LAT,14678
23:09,LCK,14376
23:09,LET,15765
23:09,LHP,16978
23:09,LMC,16583
23:09,LOF,14547
23:09,LOP,15768
23:09,LOW,16435
23:09,MEF,12492
23:09,MKK,14668
23:09,MOK,11625
23:09,MOS,16081
23:09,NAC,13940
23:09,NOP,13926
23:09,NTK,14572
23:09,OCP,15248
23:09,OLY,15989
23:09,POA,16283
23:09,PRE,12158
23:09,QUB,13533
23:09,SHM,15321
23:09,SHS,15490
23:09,SHT,14807
23:09,SHW,15184
23:09,SIH,16156
23:09,SKM,14369
23:09,SKW,15451
23:09,SOH,16033
23:09,SSP,14245
23:09,STW,15274
23:09,SUN,15996
23:09,SUW,15243
23:09,SWH,15322
23:09,SYP,15613
23:09,TAK,15147
23:09,TAP,14902
23:09,TAW,13013
23:09,TIH,14382
23:09,TIK,13844
23:09,TIS,15884
23:09,TKO,15290
23:09,TKW,15282
23:09,TSH,15696
23:09,TST,14466
23:09,TSW,15656
23:09,TSY,14561
23:09,TUC,16189
23:09,TUM,16089
23:09,TWH,15666
23:09,TWO,14997
23:09,TWW,14921
23:09,UNI,14943
23:09,WAC,14410
23:09,WCH,15563
23:09,WHA,15859
23:09,WKS,16205
23:09,WTS,14543
23:09,YAT,12971
23:09,YMT,11829
23:09,YUL,15663
23:10,ADM,11842
23:10,AIR,16317
23:10,AUS,15219
23:10,AWE,16456
23:10,CAB,14358
23:10,CEN,13865
23:10,CHH,14497
23:10,CHW,15894
23:10,CIO,15362
23:10,CKT,15244
23:10,CSW,14475
23:10,DIH,13036
23:10,DIS,15931
23:10,ETS,15237
23:10,EXC,15012
23:10,FAN,15304
23:10,FOH,14609
23:10,FOT,14702
23:10,HAH,15958
23:10,HEO,15633
23:10,HFC,15664
23:10,HIK,15437
23:10,HKU,15601
23:10,HOK,15336
23:10,HOM,14523
23:10,HUH,12752
23:10,JOR,14620
23:10,KAT,15464
23:10,KET,15616
23:10,KOB,14539
23:10,KOT,12000
23:10,KOW,15570
23:10,KSR,15582
23:10,KWF,15417
23:10,KWH,15494
23:10,KWT,14733
23:10,LAK,13150
23:10,LAT,14688
23:10,LCK,14383
23:10,LET,15773
23:10,LHP,16990
23:10,LMC,16593
23:10,LOF,14563
23:10,LOP,15777
23:10,LOW,16443
23:10,MEF,12507
23:10,MKK,14671
23:10,MOK,11635
23:10,MOS,16088
23:10,NAC,13949
23:10,NOP,13941
23:10,NTK,14584
23:10,OCP,15263
23:10,OLY,16000
23:10,POA,16292
23:10,PRE,12172
23:10,QUB,13539
23:10,SHM,15336
23:10,SHS,15498
23:10,SHT,14825
23:10,SHW,15200
23:10,SIH,16170
23:10,SKM,14380
23:10,SKW,15469
23:10,SOH,16039
23:10,SSP,14247
23:10,STW,15283
23:10,SUN,16008
23:10,SUW,15253
23:10,SWH,15328
23:10,SYP,15627
23:10,TAK,15151
23:10,TAP,14915
23:10,TAW,13022
23:10,TIH,14395
23:10,TIK,13857
23:10,TIS,15894
23:10,TKO,15300
23:10,TKW,15295
23:10,TSH,15706
23:10,TST,14480
23:10,TSW,15666
23:10,TSY,14577
23:10,TUC,16201
23:10,TUM,16108
23:10,TWH,15674
23:10,TWO,15014
23:10,TWW,14923
23:10,UNI,14958
23:10,WAC,14424
23:10,WCH,15579
23:10,WHA,15871
23:10,WKS,16215
23:10,WTS,14558
23:10,YAT,12975
23:10,YMT,11842
23:10,YUL,15677
23:11,ADM,11858
23:11,AIR,16332
23:11,AUS,15223
23:11,AWE,16463
23:11,CAB,14368
23:11,CEN,13880
23:11,CHH,14508
23:11,CHW,15908
23:11,CIO,15378
23:11,CKT,15259
23:11,CSW,14495
23:11,DIH,13039
23:11,DIS,15945
23:11,ETS,15249
23:11,EXC,15014
23:11,FAN,15310
23:11,FOH,14621
23:11,FOT,14720
23:11,HAH,15976
23:11,HEO,15649
23:11,HFC,15681
23:11,HIK,15455
23:11,HKU,15618
23:11,HOK,15339
23:11,HOM,14533
23:11,HUH,12756
23:11,JOR,14622
23:11,KAT,15479
23:11,KET,15627
23:11,KOB,14551
23:11,KOT,11997
23:11,KOW,15576
23:11,KSR,15590
23:11,KWF,15431
23:11,KWH,15508
23:11,KWT,14746
23:11,LAK,13161
23:11,LAT,14702
23:11,LCK,14391
23:11,LET,15779
23:11,LHP,17000
23:11,LMC,16604
23:11,LOF,14563
23:11,LOP,15786
23:11,LOW,16455
23:11,MEF,12517
23:11,MKK,14684
23:11,MOK,11626
23:11,MOS,16097
23:11,NAC,13973
23:11,NOP,13945
23:11,NTK,14597
23:11,OCP,15277
23:11,OLY,16013
23:11,POA,16299
23:11,PRE,12189
23:11,QUB,13549
23:11,SHM,15353
23:11,SHS,15506
23:11,SHT,14832
23:11,SHW,15214
23:11,SIH,16179
23:11,SKM,14387
23:11,SKW,15478
23:11,SOH,16049
23:11,SSP,14250
23:11,STW,15285
23:11,SUN,16023
23:11,SUW,15261
23:11,SWH,15343
23:11,SYP,15639
23:11,TAK,15154
23:11,TAP,14932
23:11,TAW,13030
23:11,TIH,14393
23:11,TIK,13863
23:11,TIS,15907
23:11,TKO,15308
23:11,TKW,15307
23:11,TSH,15712
23:11,TST,14490
23:11,TSW,15671
23:11,TSY,14581
23:11,TUC,16214
23:11,TUM,16116
23:11,TWH,15680
23:11,TWO,15029
23:11,TWW,14935
23:11,UNI,14965
23:11,WAC,14433
23:11,WCH,15595
23:11,WHA,15882
23:11,WKS,16233
23:11,WTS,14576
23:11,YAT,12987
23:11,YMT,11849
23:11,YUL,15690
23:12,ADM,11864
23:12,AIR,16342
23:12,AUS,15232
23:12,AWE,16473
23:12,CAB,14377
23:12,CEN,13891
23:12,CHH,14521
23:12,CHW,15923
23:12,CIO,15387
23:12,CKT,15270
23:12,CSW,14498
23:12,DIH,13047
23:12,DIS,15955
23:12,ETS,15262
23:12,EXC,15023
23:12,FAN,15319
23:12,FOH,14631
23:12,FOT,14728
23:12,HAH,15990
23:12,HEO,15666
23:12,HFC,15693
23:12,HIK,15465
23:12,HKU,15634
23:12,HOK,15358
23:12,HOM,14546
23:12,HUH,12769
23:12,JOR,14631
23:12,KAT,15505
23:12,KET,15645
23:12,KOB,14558
23:12,KOT,12008
23:12,KOW,15592
23:12,KSR,15599
23:12,KWF,15441
23:12,KWH,15518
23:12,KWT,14749
23:12,LAK,13163
23:12,LAT,14720
23:12,LCK,14404
23:12,LET,15787
23:12,LHP,17012
23:12,LMC,16615
23:12,LOF,14574
23:12,LOP,15797
23:12,LOW,16464
23:12,MEF,12535
23:12,MKK,14696
23:12,MOK,11639
23:12,MOS,16112
23:12,NAC,13984
23:12,NOP,13949
23:12,NTK,14606
23:12,OCP,15284
23:12,OLY,16024
23:12,POA,16307
23:12,PRE,12196
23:12,QUB,13558
23:12,SHM,15359
23:12,SHS,15521
23:12,SHT,14846
23:12,SHW,15225
23:12,SIH,16191
23:12,SKM,14403
23:12,SKW,15488
23:12,SOH,16060
23:12,SSP,14262
23:12,STW,15307
23:12,SUN,16033
23:12,SUW,15273
23:12,SWH,15356
23:12,SYP,15653
23:12,TAK,15164
23:12,TAP,14946
23:12,TAW,13040
23:12,TIH,14401
23:12,TIK,13875
23:12,TIS,15911
23:12,TKO,15319
23:12,TKW,15317
23:12,TSH,15720
23:12,TST,14502
23:12,TSW,15684
23:12,TSY,14591
23:12,TUC,16226
23:12,TUM,16127
23:12,TWH,15689
23:12,TWO,15040
23:12,TWW,14947
23:12,UNI,14982
23:12,WAC,14439
23:12,WCH,15616
23:12,WHA,15900
23:12,WKS,16248
23:12,WTS,14594
23:12,YAT,12998
23:12,YMT,11857
23:12,YUL,15699
23:13,ADM,11872
23:13,AIR,16351
23:13,AUS,15241
23:13,AWE,16486
23:13,CAB,14394
23:13,CEN,13896
23:13,CHH,14529
23:13,CHW,15932
23:13,CIO,15392
23:13,CKT,15277
23:13,CSW,14511
23:13,DIH,13054
23:13,DIS,15962
23:13,ETS,15272
23:13,EXC,15035
23:13,FAN,15334
23:13,FOH,14644
23:13,FOT,14740
23:13,HAH,16014
23:13,HEO,15673
23:13,HFC,15701
23:13,HIK,15481
23:13,HKU,15647
23:13,HOK,15371
23:13,HOM,14551
23:13,HUH,12782
23:13,JOR,14650
23:13,KAT,15512
23:13,KET,15649
23:13,KOB,14568
23:13,KOT,12011
23:13,KOW,15604
23:13,KSR,15612
23:13,KWF,15453
23:13,KWH,15525
23:13,KWT,14765
23:13,LAK,13171
23:13,LAT,14729
23:13,LCK,14423
23:13,LET,15802
23:13,LHP,17026
23:13,LMC,16625
23:13,LOF,14589
23:13,LOP,15811
23:13,LOW,16473
23:13,MEF,12540
23:13,MKK,14707
23:13,MOK,11653
23:13,MOS,16124
23:13,NAC,13994
23:13,NOP,13953
23:13,NTK,14617
23:13,OCP,15286
23:13,OLY,16032
23:13,POA,16322
23:13,PRE,12196
23:13,QUB,13576
23:13,SHM,15369
23:13,SHS,15526
23:13,SHT,14854
23:13,SHW,15238
23:13,SIH,16207
23:13,SKM,14420
23:13,SKW,15499
23:13,SOH,16068
23:13,SSP,14271
23:13,STW,15318
23:13,SUN,16049
23:13,SUW,15284
23:13,SWH,15364
23:13,SYP,15663
23:13,TAK,15175
23:13,TAP,14954
23:13,TAW,13049
23:13,TIH,14420
23:13,TIK,13887
23:13,TIS,15919
23:13,TKO,15329
23:13,TKW,15323
23:13,TSH,15734
23:13,TST,14512
23:13,TSW,15691
23:13,TSY,14596
23:13,TUC,16241
23:13,TUM,16138
23:13,TWH,15703
23:13,TWO,15045
23:13,TWW,14953
23:13,UNI,14991
23:13,WAC,14455
23:13,WCH,15621
23:13,WHA,15907
23:13,WKS,16256
23:13,WTS,14598
23:13,YAT,13006
23:13,YMT,11863
23:13,YUL,15714
23:14,ADM,11878
23:14,AIR,16365
23:14,AUS,15257
23:14,AWE,16498
23:14,CAB,14406
23:14,CEN,13912
23:14,CHH,14528
23:14,CHW,15945
23:14,CIO,15412
23:14,CKT,15287
23:14,CSW,14514
23:14,DIH,13069
23:14,DIS,15979
23:14,ETS,15276
23:14,EXC,15040
23:14,FAN,15347
23:14,FOH,14645
23:14,FOT,14756
23:14,HAH,16023
23:14,HEO,15679
23:14,HFC,15716
23:14,HIK,15491
23:14,HKU,15656
23:14,HOK,15389
23:14,HOM,14568
23:14,HUH,12792
23:14,JOR,14661
23:14,KAT,15526
23:14,KET,15663
23:14,KOB,14580
23:14,KOT,12021
23:14,KOW,15612
23:14,KSR,15624
23:14,KWF,15458
23:14,KWH,15536
23:14,KWT,14773
23:14,LAK,13184
23:14,LAT,14733
23:14,LCK,14427
23:14,LET,15810
23:14,LHP,17035
23:14,LMC,16640
23:14,LOF,14608
23:14,LOP,15816
23:14,LOW,16485
23:14,MEF,12540
23:14,MKK,14719
23:14,MOK,11667
23:14,MOS,16134
23:14,NAC,13997
23:14,NOP,13967
23:14,NTK,14636
23:14,OCP,15295
23:14,OLY,16042
23:14,POA,16329
23:14,PRE,12203
23:14,QUB,13579
23:14,SHM,15382
23:14,SHS,15538
23:14,SHT,14863
23:14,SHW,15247
23:14,SIH,16217
23:14,SKM,14437
23:14,SKW,15509
23:14,SOH,16083
23:14,SSP,14282
23:14,STW,15328
23:14,SUN,16061
23:14,SUW,15291
23:14,SWH,15383
23:14,SYP,15671
23:14,TAK,15186
23:14,TAP,14962
23:14,TAW,13053
23:14,TIH,14436
23:14,TIK,13896
23:14,TIS,15926
23:14,TKO,15342
23:14,TKW,15341
23:14,TSH,15743
23:14,TST,14514
23:14,TSW,15702
23:14,TSY,14603
23:14,TUC,16257
23:14,TUM,16150
23:14,TWH,15715
23:14,TWO,15056
23:14,TWW,14959
23:14,UNI,15005
23:14,WAC,14466
23:14,WCH,15631
23:14,WHA,15918
23:14,WKS,16269
23:14,WTS,14609
23:14,YAT,13012
23:14,YMT,11868
23:14,YUL,15727
23:15,ADM,11885
23:15,AIR,16382
23:15,AUS,15268
23:15,AWE,16507
23:15,CAB,14407
23:15,CEN,13926
23:15,CHH,14539
23:15,CHW,15951
23:15,CIO,15431
23:15,CKT,15297
23:15,CSW,14532
23:15,DIH,13079
23:15,DIS,15987
23:15,ETS,15284
23:15,EXC,15060
23:15,FAN,15361
23:15,FOH,14665
23:15,FOT,14759
23:15,HAH,16031
23:15,HEO,15690
23:15,HFC,15733
23:15,HIK,15502
23:15,HKU,15669
23:15,HOK,15396
23:15,HOM,14573
23:15,HUH,12805
23:15,JOR,14664
23:15,KAT,15543
23:15,KET,15673
23:15,KOB,14590
23:15,KOT,12034
23:15,KOW,15627
23:15,KSR,15631
23:15,KWF,15471
23:15,KWH,15546
23:15,KWT,14779
23:15,LAK,13189
23:15,LAT,14745
23:15,LCK,14432
23:15,LET,15822
23:15,LHP,17052
23:15,LMC,16649
23:15,LOF,14619
23:15,LOP,15822
23:15,LOW,16498
23:15,MEF,12544
23:15,MKK,14734
23:15,MOK,11679
23:15,MOS,16145
23:15,NAC,14010
23:15,NOP,13979
23:15,NTK,14652
23:15,OCP,15306
23:15,OLY,16054
23:15,POA,16341
23:15,PRE,12215
23:15,QUB,13581
23:15,SHM,15392
23:15,SHS,15544
23:15,SHT,14876
23:15,SHW,15254
23:15,SIH,16229
23:15,SKM,14453
23:15,SKW,15522
23:15,SOH,16096
23:15,SSP,14288
23:15,STW,15343
23:15,SUN,16074
23:15,SUW,15306
23:15,SWH,15391
23:15,SYP,15688
23:15,TAK,15196
23:15,TAP,14966
23:15,TAW,13063
23:15,TIH,14445
23:15,TIK,13911
23:15,TIS,15941
23:15,TKO,15355
23:15,TKW,15352
23:15,TSH,15756
23:15,TST,14521
23:15,TSW,15718
23:15,TSY,14618
23:15,TUC,16264
23:15,TUM,16159
23:15,TWH,15725
23:15,TWO,15066
23:15,TWW,14963
23:15,UNI,15015
23:15,WAC,14479
23:15,WCH,15646
23:15,WHA,15932
23:15,WKS,16272
23:15,WTS,14619
23:15,YAT,13019
23:15,YMT,11891
23:15,YUL,15737
23:16,ADM,11894
23:16,AIR,16397
23:16,AUS,15277
23:16,AWE,16522
23:16,CAB,14419
23:16,CEN,13934
23:16,CHH,14547
23:16,CHW,15968
23:16,CIO,15446
23:16,CKT,15312
23:16,CSW,14545
23:16,DIH,13077
23:16,DIS,15998
23:16,ETS,15295
23:16,EXC,15071
23:16,FAN,15370
23:16,FOH,14685
23:16,FOT,14772
23:16,HAH,16047
23:16,HEO,15700
23:16,HFC,15732
23:16,HIK,15508
23:16,HKU,15685
23:16,HOK,15407
23:16,HOM,14577
23:16,HUH,12812
23:16,JOR,14659
23:16,KAT,15555
23:16,KET,15679
23:16,KOB,14591
23:16,KOT,12043
23:16,KOW,15640
23:16,KSR,15645
23:16,KWF,15492
23:16,KWH,15554
23:16,KWT,14787
23:16,LAK,13196
23:16,LAT,14759
23:16,LCK,14451
23:16,LET,15832
23:16,LHP,17066
23:16,LMC,16658
23:16,LOF,14618
23:16,LOP,15835
23:16,LOW,16509
23:16,MEF,12560
23:16,MKK,14743
23:16,MOK,11672
23:16,MOS,16160
23:16,NAC,14015
23:16,NOP,13987
23:16,NTK,14668
23:16,OCP,15317
23:16,OLY,16068
23:16,POA,16350
23:16,PRE,12229
23:16,QUB,13602
23:16,SHM,15401
23:16,SHS,15558
23:16,SHT,14881
23:16,SHW,15264
23:16,SIH,16240
23:16,SKM,14455
23:16,SKW,15533
23:16,SOH,16113
23:16,SSP,14293
23:16,STW,15350
23:16,SUN,16088
23:16,SUW,15311
23:16,SWH,15399
23:16,SYP,15703
23:16,TAK,15203
23:16,TAP,14976
23:16,TAW,13073
23:16,TIH,14448
23:16,TIK,13924
23:16,TIS,15952
23:16,TKO,15368
23:16,TKW,15358
23:16,TSH,15769
23:16,TST,14537
23:16,TSW,15729
23:16,TSY,14625
23:16,TUC,16274
23:16,TUM,16167
23:16,TWH,15744
23:16,TWO,15082
23:16,TWW,14978
23:16,UNI,15023
23:16,WAC,14490
23:16,WCH,15662
23:16,WHA,15943
23:16,WKS,16283
23:16,WTS,14626
23:16,YAT,13032
23:16,YMT,11904
23:16,YUL,15751
23:17,ADM,11900
23:17,AIR,16405
23:17,AUS,15289
23:17,AWE,16530
23:17,CAB,14430
23:17,CEN,13940
23:17,CHH,14556
23:17,CHW,15981
23:17,CIO,15459
23:17,CKT,15323
23:17,CSW,14553
23:17,DIH,13092
23:17,DIS,16014
23:17,ETS,15306
23:17,EXC,15075
23:17,FAN,15382
23:17,FOH,14699
23:17,FOT,14782
23:17,HAH,16053
23:17,HEO,15714
23:17,HFC,15746
23:17,HIK,15522
23:17,HKU,15697
23:17,HOK,15421
23:17,HOM,14592
23:17,HUH,12820
23:17,JOR,14673
23:17,KAT,15566
23:17,KET,15694
23:17,KOB,14596
23:17,KOT,12055
23:17,KOW,15651
23:17,KSR,15660
23:17,KWF,15501
23:17,KWH,15563
23:17,KWT,14793
23:17,LAK,13204
23:17,LAT,14770
23:17,LCK,14458
23:17,LET,15842
23:17,LHP,17080
23:17,LMC,16672
23:17,LOF,14631
23:17,LOP,15847
23:17,LOW,16518
23:17,MEF,12570
23:17,MKK,14750
23:17,MOK,11685
23:17,MOS,16173
23:17,NAC,14030
23:17,NOP,13997
23:17,NTK,14678
23:17,OCP,15325
23:17,OLY,16085
23:17,POA,16365
23:17,PRE,12240
23:17,QUB,13618
23:17,SHM,15412
23:17,SHS,15573
23:17,SHT,14892
23:17,SHW,15274
23:17,SIH,16252
23:17,SKM,14463
23:17,SKW,15541
23:17,SOH,16122
23:17,SSP,14306
23:17,STW,15357
23:17,SUN,16095
23:17,SUW,15324
23:17,SWH,15415
23:17,SYP,15709
23:17,TAK,15217
23:17,TAP,14981
23:17,TAW,13088
23:17,TIH,14455
23:17,TIK,13938
23:17,TIS,15965
23:17,TKO,15386
23:17,TKW,15375
23:17,TSH,15781
23:17,TST,14547
23:17,TSW,15739
23:17,TSY,14645
23:17,TUC,16287
23:17,TUM,16177
23:17,TWH,15753
23:17,TWO,15103
23:17,TWW,14987
23:17,UNI,15037
23:17,WAC,14503
23:17,WCH,15675
23:17,WHA,15955
23:17,WKS,16298
23:17,WTS,14642
23:17,YAT,13042
23:17,YMT,11915
23:17,YUL,15759
23:18,ADM,11912
23:18,AIR,16416
23:18,AUS,15290
23:18,AWE,16541
23:18,CAB,14442
23:18,CEN,13947
23:18,CHH,14565
23:18,CHW,15987
23:18,CIO,15471
23:18,CKT,15331
23:18,CSW,14563
23:18,DIH,13098
23:18,DIS,16017
23:18,ETS,15318
23:18,EXC,15089
23:18,FAN,15401
23:18,FOH,14709
23:18,FOT,14797
23:18,HAH,16062
23:18,HEO,15723
23:18,HFC,15763
23:18,HIK,15534
23:18,HKU,15705
23:18,HOK,15436
23:18,HOM,14604
23:18,HUH,12827
23:18,JOR,14682
23:18,KAT,15576
23:18,KET,15699
23:18,KOB,14609
23:18,KOT,12070
23:18,KOW,15658
23:18,KSR,15672
23:18,KWF,15512
23:18,KWH,15575
23:18,KWT,14806
23:18,LAK,13213
23:18,LAT,14774
23:18,LCK,14462
23:18,LET,15850
23:18,LHP,17084
23:18,LMC,16677
23:18,LOF,14646
23:18,LOP,15859
23:18,LOW,16540
23:18,MEF,12569
23:18,MKK,14760
23:18,MOK,11697
23:18,MOS,16183
23:18,NAC,14046
23:18,NOP,14002
23:18,NTK,14682
23:18,OCP,15334
23:18,OLY,16092
23:18,POA,16387
23:18,PRE,12244
23:18,QUB,13628
23:18,SHM,15424
23:18,SHS,15581
23:18,SHT,14904
23:18,SHW,15289
23:18,SIH,16264
23:18,SKM,14477
23:18,SKW,15553
23:18,SOH,16135
23:18,SSP,14315
23:18,STW,15371
23:18,SUN,16107
